"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on August 12, 2022","NRQ","yes","-","Amazing DashCam","Amazing Dash cam with super features.. WiFi, GPS, Super Capacitor.. all much needed features are embeded here and the resolution is amazing.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2199RAQSUBOPK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on July 24, 2022","Lucas","yes","-","Works As Intended","Easy to apply. Sticks easily and stays on well.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R33BO8866FFKD0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on January 30, 2022","stacey","yes","-","Great better than suction cup base","Great product, better than the OEM suction cup that vantrue gives you.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3ES05RGZT5XWC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on November 8, 2021","IFTEKHARUL ALAM RUMMAN","yes","-","good","good",5,"-","-","https://www.amazon.com/gp/customer-reviews/R35G6CWTS18IVW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on October 26, 2021","Amazon Customer","yes","-","Much better than the OEM suction cup.","Suction cup on the original dash cam kept falling off. This stuck great. Sad that this wasn't included in the original but can't complain that it works.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1RU2NA68ENCZX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on September 30, 2021","Iliya I.","yes","-","Better than other one","Better than other one and more satisfied",5,"-","-","https://www.amazon.com/gp/customer-reviews/REH6FYPWTL1MX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on May 11, 2021","FRANCISCO GUERRA","yes","-","It works.","Works perfect.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1256Q9VB15FBS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on September 27, 2020","Jax","yes","-","Not what I needed for my car camera mount","Not what I needed for my car camera but I'll use it some how.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1TFSTXCL6NGAZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on September 22, 2020","Abdol Salehibehbahani","yes","-","Great dashboard cam!","Excellent service and product. Highly recommended.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R5FKQOVD2UYUQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on August 9, 2020","Salman Khan","yes","-","Good product","Cheaper price but works perfectly",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3LYA1SY55PXVX/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on June 2, 2020","ging","yes","-","Thank you!","Easy to install",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1EU2FMTK54PMI/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on December 13, 2019","Terry Story","yes","-","GREAT PRODUCT","WORKS GREAT LOOKS GREAT",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3IBASB9Q56RQN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on August 21, 2019","DeepDishorThin","yes","-","When the suction cup version just refuses to stay attached...get this","Ok, this is a semi-permanent mounting bracket for your Vantrue camera.  We kept having the suction cup versions fall off the windshield (am surmising due to heat from the sun affecting the grip) nonetheless I got tired of reattaching every time I got in the car.  Found this and problem solved.  No more camera falling off.  yay!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1BWSYZ9ANAVWN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on July 11, 2019","slavik","yes","-","👍👍👍😀","Good product ! I like it ! :)))",5,"-","-","https://www.amazon.com/gp/customer-reviews/R10AYICDMR1GB4/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on June 25, 2019","Alberto González","yes","-","Good","Very Good",5,"-","-","https://www.amazon.com/gp/customer-reviews/R26YV2XD27YNAV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in the United States on May 5, 2019","David H","yes","-","Perfect","Works great and it even included an extra adhesive pad.",5,"-","-","https://www.amazon.com/gp/customer-reviews/RZDHELSHW1966/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
"Reviewed in Canada on May 24, 2022","Dominik B","yes","-","Much much better then the suction cups mounts","This is a big step up for my dashcam compared to my old suction cup mount.Firstly it has a small base making it look much nicer on your windshield.Secondly the double sided tape sticks so much better, the suction cup mount would randomly fall, especially after sitting in the sun, this one doesn’t budge.Lastly, the screw design to tighten the position of the camera is much more sturdy then the only design, the camera doesn’t move at all anymore.",5,"-","-","-","-","-"
"Reviewed in the United States on December 3, 2024","Sal","-","-","Previous N4 customer","I like the Vantrue N4 and I wish it can be connected to my phone which is why I want to try the new one",5,"https://m.media-amazon.com/images/I/71Ih4qh4R5L.jpg","-","https://www.amazon.com/gp/customer-reviews/RGCOBYS3AG3NY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on February 27, 2023","Nils","-","-","Easy and simple to install","Let's start with dashcams in general. Dashcams can offer several benefits to drivers. For example, they can serve as evidence in the event of accidents or unexpected incidents to clarify the causes of the incident. They can also help locate stolen vehicles by possibly containing images of people or vehicles seen near the scene of the crime.Additionally, dashcams can contribute to improving road safety by reminding drivers to observe safety rules such as obeying speed limits or avoiding distractions such as using phones while driving. In summary, dashcams can help improve road safety and serve as a valuable tool in analyzing traffic accidents or thefts.Let's move on to the hardcore technical details. Both cameras have a resolution of 2.5K and are Wi-Fi compatible, offering GPS tracking. There is also a smart voice control. Both cameras have a field of view of 160°. The package that I was kindly provided with includes:  2.5K Front Dash Cam  2.5K Rear Camera  Wireless Remote Controller  Rear Camera Cable (20FT)  Magnetic GPS Mount  4.8A Fast Car Charger  USB Cable (3.3FT, for transferring files only)  Electrostatic Stickers  Warning Stickers; Crowbar;  User ManualThere is also additional hardware that is available separately. A polarizing filter, which filters the reflection of the front and rear windshield, or a hardwire kit, which enables a 24-hour parking mode. This is then linked to motion detection and saves a video clip of a total of 35 seconds in the event of motion. 5 seconds before and 30 seconds after the motion.First step - Firmware updateFirst, we insert an SD card into the front camera housing. The rear camera also records on the same memory card via USB-C connection, so it must also be a correspondingly fast SD card. The storage size is secondary, as only a maximum loop of 5 minutes is possible.After formatting the SD card from the dashcam, we can establish a direct connection to the laptop or PC with the supplied USB-C cable and copy the firmware to the SD card.Second step - Installation in the carI need to provide a little background information. We currently have a 2006 Toyota Sienna. Many components are already outdated, loose, and a little worn out. With the help of the included plastic pry bar, for example, the cable for the rear camera could be laid pretty easily. So well, in fact, that it is completely hidden.For the front camera, I was forced to not mount it on the windshield according to DC regulations of the DMV. Now it sticks to the dashboard and holds surprisingly well. The power supply is regulated via the car charger, and fortunately, you don't lose a possible USB charging port thanks to the built-in USB ports.As soon as the power is turned on via the car's ignition, both cameras turn on and start recording immediately. With a push of the left of the four buttons, you can stop a recording and check the settings first. I had to flip the image because the camera is basically upside down - it went smoothly.Overall the image quality is top-notch. The entire scope of delivery really leaves nothing to be desired. A first start into the world of self-optimization in road traffic is very easy and straightforward with the Vantrue E2 set. What I would be interested in myself is how the installation works in a car from the last 2 years.",5,"https://m.media-amazon.com/images/I/519UCnheG+L.jpg , https://m.media-amazon.com/images/I/61B5HKOuh5L.jpg , https://m.media-amazon.com/images/I/61FphTd+70L.jpg , https://m.media-amazon.com/images/I/61JR6o-IjJL.jpg , https://m.media-amazon.com/images/I/61RjsI7M7rL.jpg , https://m.media-amazon.com/images/I/61oKgqaUVzL.jpg , https://m.media-amazon.com/images/I/714vUp-05HL.jpg , https://m.media-amazon.com/images/I/71BnxKoxykL.jpg , https://m.media-amazon.com/images/I/71J9R3IMUjL.jpg , https://m.media-amazon.com/images/I/71hd8BkOkyL.jpg","-","https://www.amazon.com/gp/customer-reviews/RXB5UQF9CF2W/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on September 23, 2022","Dawn","-","-","Must have!","My family has used several in the past, however, they had different issues or lacked the options I desired. What I like the most about this dash camera is the ease of setup and the bang for the buck. Tip - Load the app and use a phone live view while setting up as you can easily see what the view will be from the back of your vehicle while mounting.)All you need to be fully up, and running is a micro sd card which is cheap these days thankfully. I was able to get this installed in less than 30 minutes which included running a cable down the side of my car to the rear hatch.In terms of features, this had everything I was looking for.-Front and rear cameras with a solid feel to the unit. (Nothing flimsy and the cables provided are nice quality.)-Remote control. You can mute the camera and take photos from the remote. Remote does not need to be hard-wired.-Voice-activated. You can simply say take a photo and voila, you have a photo. This is super nifty when you want a photo or something to be done and do not want to be distracted by a remote or camera buttons. (I did notice there are no commands listed in the manual. You can view a list of these in the camera settings.) And yes, you can turn on and off the ""take photo"" noise pending your taste.-Has built-in GPS, shows MPH, and offers dual 2.5K resolution recording. (This means a lot if you ever need to pull footage and actually have the ability to read license plates, etc.)Another cool feature to me is the Wifi ability as none of my other cameras had this. This allows you to view-download from your camera wirelessly using the free app. Before I had to remove the micro sd card and put it on a pc to view and work with. This saves me a lot of time. The app is very well laid out and makes finding the video you are looking for super easy. The wifi-app feature is also incredibly easy to use and helpful when going through the settings on your camera. Instead of pushing the buttons on the unit, you can just go into the app and change whatever settings you need quickly and from your phone.The video has proven to be sharp, and I like the fact they use Sony Starvis sensors vs. a cheaper one. The viewing angle is also greater than many of the other cameras which let you have a wider viewing angle at 160degrees. It should also be noted that the F1.8 on the sensor was appealing and does very well in low light without getting grainy. (If you used dash cams before at night, you will know how much this can be an issue.)I hope to never actually “need” this, but it is a peace of mind deal, and hoping this will remain strong for years to come. The only investment I plan on making is going for the 512GB micro sd card vs. the 64GB card I am using.",5,"https://m.media-amazon.com/images/I/71aM1WIVybL.jpg , https://m.media-amazon.com/images/I/71cx8W3+pPL.jpg , https://m.media-amazon.com/images/I/71eiIYTFTOL.jpg","-","https://www.amazon.com/gp/customer-reviews/RWDD0LD2LY7UP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","B0B6B6RQT1","Size: E2"
"Reviewed in the United States on August 16, 2019","Topher","-","-","Vantrue helped me out.","I emailed Vantrue's customer service about the suction cup mount of my Vantrue N2 Pro Dashcam. Here in FL it gets really warm and the suction cup tends to fall off quite a bit. So I would get into my car and the dash cam would be swaying from its power cord, so frustrating. Vantrue shipped me a free adhesive mount and so far it seems to be doing the trick. I really appreciate good customer service when I see it, thanks guys!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RM9MLA65VW7SQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0B6B6RQT1","-","-"
