"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on August 29, 2022","Brittany H.","yes","-","sleek, nice looking, works great!","This dash cam does the job! The app is a little finicky, can't figure out how to transfer my files to it. Also, my fault, but I didn't realize I needed to separately order a microSD card so I couldn't use it for a day or two until that arrived. other than that, no complaints!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3MV5Q4C95EPGW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 29, 2022","Lydia","yes","-","Small and powerful","Everything you need for a dash cam. They thought of every option in the menus.  Captures a clear wide picture for anything happening in the front of the car. Comes with the power wire for cigarette adapter but the better option is the run the hard wire kit so the wire are all hidden.  The way it can be removed from the mount of you want to take it out of the car is perfect, clicking in with a magnet.  The small size is great since it hides easily behind the rear view mirror. This is the second vantrue dash cam I've used and it looks like the brand has got a loyal customer for life if they keep on bringing out dash cams like this one. Everything about the prior one I had is just better this time around. Voice command on this is awesome, having to reach over on the cameras to save a incident you want to save manually really is a hassle.  That voice command option and having the app are much appreciated.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2E2UXG7LR92L5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 22, 2022","J. P.","yes","-","Great, compact dash cam!","I ordered the Vantrue E1 with the Vantrue hardwire kit.  I was very impressed with the build quality of the camera.  It's very solid and nicely designed.  After updating the firmware, I plugged the camera into a wall charger and tested it.  I liked the video and audio quality.Next I installed the hardwire kit, using an blank fuse location in my truck fuse box.  It was easy to connect, and easy to conceal the cable around the windshield up to the location of the camera.After taking a test drive, I brought the memory card into my computer and played it on my large computer monitor.  Wow!  Excellent sharpness and color.  Easily able to read license plate numbers a car length or two ahead of me.Very pleased with this tiny little dash cam!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3AQF3IU2Y0ZWU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 11, 2022","Mariam Adamashvili","yes","-","best all the time","best in the market no regrets at all",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2QXOW9OG4RAHT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on August 10, 2022","Ali Jab","yes","-","Great dash cam, good size and great app","I been very loyal to Vantrue for long time, so far this is one of the best options if you want front camera only, Wi-Fi connect to the app make it easy to download the clips and pictures, I Ian currently using this dash cam in my work car since I drive a lot, the size make it perfect for me",5,"-","-","https://www.amazon.com/gp/customer-reviews/RDMWAE7WXQ96O/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 27, 2022","Cici & John","yes","-","E1 is a great dashcam","I really like the thought and care that went into the packaging.  Have a well written manual was also a big plus.I installed the remote control on the armrest of the drivers door so I can lock the video clip quickly and easily.The image quality is sharp and I really like that I can retrieve the clips via WiFi.Being able change the settings via the app is also handy though you can also change the via the LCD screen on the back of the E1.Good job Vantrue!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3Q6357OV9X8BW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 27, 2022","JBezos","yes","-","Clear picture","The camera is an affordable option for a car dash camera that has wonderful hands free features and crystal clear video recording. One area that needs improvement is the app, which is not very user friendly. After connecting using WIFI successfully, it did not display the live preview as indicating in the manual. Set up function, snapshot album work very easily on the camera. From the Album I was able to successfully see all the recording files: normal, event,  and photos. You can not display the files without downloading it in the app. The GPS is a very useful feature which i really like that it is included in the camera. Video is clear and the camera is an amazing wide angle. The ability to take a photo is useful.In summary, it is an efficient easy to use dash camera with very useful features but the app needs more work. The remote has two functions only. Turn on and off the audio and lock the video, It is very limited.  But one of the very good features is the remote pairs with the camera automatically. The voice command feature is very helpful. It would be nice if another command was added : ""video stop"". It has the command ""video start"" needs the stop too.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1029A8KSXURR5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 13, 2022","LKC","yes","-","Excellent features and performance!","I’ve have another older model vantrue in one of my cars and absolutely love it but this model is the next generation of features that can’t be missed. The E1 now comes with a 3M mount which is definitely appreciated during the hot summer months. Now the dashcam will never come off due to excessive heat or in the sun. The live view and wifi feature is priceless as now you can directly download videos to your phone while in the car without a need for a pc. The video quality is amazing during the day and night as well. Highly recommended! Update Sept 1, 2024- this dashcam is so good I purchased another one for my other car. The mounting points is rock solid and never fails even in 100+ degree weather. It is small and compact and very easy to use.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2ZURPRMBIAW5B/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 6, 2022","Raywin","yes","-","FANTASTIC Dash Cam, one of the best.","I have used several dashcams over the years and this is definitely one the best. Nice and compact, so it won't affect your driving at all. The screen resolution is perfect. Mph display on the screen is a great and very useful.This camera is clear and it is easy to set up and use. The manual comes with the cam is well written and easy to understand. I basically set everything up within a few minutes. The voice control works great. The night vision is outstanding. I have used more expensive dash camera before, but this one is absolutely the winner. I like the GPS and speed tracking, it's very useful in case you have an accident as an evident for insurance claims. The parking mode and impact motion sensor inside the system adds security and peace of mind.Overall, this is a wonderful dash cam, it has basically everything you need, user friendly and high quality. I seldom write reviews unless I think it's the best of the best.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R21PTUSRNU41FJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 5, 2022","Sam","yes","-","Great Dashcam, good price, great video quality and easy to use","I'm really happy with this dashcam. I had another one in the past and this one is way better. The image quality is fantastic, its small and it has wifi so it links to your phone. Super easy to setup. Would recommend!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3VDEFZ5VLSU4V/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on May 8, 2023","T i f f a n y ʕ◉ᴥ◉ʔ","-","-","Small camera, image quality could be better","Pros: The dash cam is small and discreet. Comes with almost everything you need to get it going- micro SD has to be purchased separately. Menu is easy to navigate.Cons: image quality isn’t the greatest. Live view is blurry, colors are weirdly saturated and dark. My laptop was 10 inches away from the dash cam when I was setting it up. You can hardly make out the letters that was on the lower right hand side of the laptop… how would I be able to see license plates with this quality?I’ve heard good things about Vantrue dash cams but this mini dash cam does not live up to the claims.",2,"https://m.media-amazon.com/images/I/61-0BjTM8YL.jpg , https://m.media-amazon.com/images/I/717cz8oLerL.jpg , https://m.media-amazon.com/images/I/71OxlLsSiTL.jpg , https://m.media-amazon.com/images/I/71RrDI8NJKL.jpg","-","https://www.amazon.com/gp/customer-reviews/RBFFA0KUMWBH0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on May 27, 2023","Scubasteveb","-","-","Ok Dash Cam","The dash cam is nice and small but the optics are not the greatest. The dash cam doesn't include a suction cup mount option ,just adhesive mount which I really do not like that. You need a micro SD card which isn't a deal breaker. The camera does have parking mode to watch over your car when you are not there.",4,"https://m.media-amazon.com/images/I/61LamAzjl2L.jpg","-","https://www.amazon.com/gp/customer-reviews/RDZBQPRF06D7L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on January 12, 2023","Robert Groff","-","-","This does not have a suction cup.","The dash cam itself is great. I love the size, it is completely out of the way unlike some that seem to take up half of your windshield. The E1 has some great features also including the remote control (that is also mountable). So instead of fumbling about trying to use the buttons to take a photo use the remote, or just use the voice commands! Yes that's right it has several prompts to use. The most useful feature to me is the way you remove the dashcam from the mount itself just push in to connect or pull back to release. The magnets hold it place perfectly. Also being in Florida with the heat the supercapacitor works brilliantly without failing due to the weather. The only downfall is that I need a dashcam for work and this does fit the bill due to the fact I drive different vehicles all the time. But if Vantrue came out with a suction cup add on for this dashcam it would be perfect.",4,"https://m.media-amazon.com/images/I/61DOfOrQpuL.jpg","-","https://www.amazon.com/gp/customer-reviews/R2D0FMUNF5JFX3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on February 24, 2025","LadyLuck","-","-","Best dash cam to date","I loved how easy set up was for the dash cam. Video quality is very sharp. I especially like the size of the dash cam, it doesn’t take up too much space. A very cool feature is that the dash camera takes screenshots when your vehicle jolts or is bumped into.",5,"https://m.media-amazon.com/images/I/41ynT6D-hpL.jpg","-","https://www.amazon.com/gp/customer-reviews/RRA2Y5Z2JPQUY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on September 13, 2023","Hailey","-","-","Best purchase!!","This dash cam is worth every penny! It’s small and easy to install. Just today I got pulled over and accused of going 90 mph when I was going 70. Thankfully the dash cam proved the egotistical cop wrong and saved me an unnecessary ticket!! It also recorded my first ever car accident 1 month after I got it. I can’t recommend this camera enough. Everyone needs one!! Make sure to keep the audio setting enabled too! 10/10",5,"https://m.media-amazon.com/images/I/61p09mMax-L.jpg , https://m.media-amazon.com/images/I/71T3mJfwOeL.jpg","-","https://www.amazon.com/gp/customer-reviews/RB060OE9MW6TK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on July 17, 2023","Ruben","-","-","Best DashCam!? What…🤯","As the title states, I believe I have finally located a company with the best Dashboard/Vehicle Cameras on the market! Bold claim I know, but let me just put it to you this way, if Vantrue says it’s going to work, it does, PERIOD!Before this Vantrue E1 camera, I purchased the Vantrue Element 2 camera system, I did this only after researching for 3 months, because I am that guy, LOL 😁! Needles to say, I absolutely made the correct choice in choosing Vantrue Cameras. So when I seen the opportunity to get the smaller E1 and install it in my other truck, I jumped at the chance, and as you know I got this one for free, so saved some good money😉!The install is easy, I HIGHLY recommend buying the OBD connection to supply constant power to you camera, this will allow you to take full advantage of all the features. The box comes with everything you need to get started for normal use, meaning the camera is running only while the car is on (you will either need to buy the hardwire kit or the OBD connector i mentioned). You get extra double sided gel tape, which is an awesome touch by Vantrue, as this does not leave any residue on your surfaces when removed. Vantrue gives you a SUPER generous length of cabling, I literally had to stuff the rest of it behind the panel molding of the door jam, its a lot, which is AWESOME!I’m going to wrap it up with this, you have many resolutions to pick from, I picked the best ones, and the picture quality is amazing day/night when you download the video/picture. I love that the video is also tied to google maps, so in the app as you watch the video, you see exactly where the vehicle is traveling on the map as the video plays. There are so many great features here at an amazing price point, these cameras with Garmin, Cobra will cost you $70-200 more.I would like to say these last 2 important things, I purchased a regular memory card, Samsung brand which works great, Vantrue states you need their self branded items. Lastly the app needs a little work, it’s not bad, just a little clunky, but you are able to set-up your camera settings and download videos by connecting your phone/device to the camera WiFi, which is cool. You will love this camera, I already did all the research for you.",5,"https://m.media-amazon.com/images/I/611vYdZIdAL.jpg , https://m.media-amazon.com/images/I/61QlMs4Y5ML.jpg , https://m.media-amazon.com/images/I/61VLvFMX4HL.jpg , https://m.media-amazon.com/images/I/61X9cY3oEWL.jpg , https://m.media-amazon.com/images/I/71r8CmGPprL.jpg , https://m.media-amazon.com/images/I/71ysohfWGDL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3AQ68OTNH8CQL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on July 2, 2023","MishMish","-","-","Small but mighty!","Awesome camera so far so good. Very small in size but works better than it looks. Clear view and simple to install and hook up on windshield. Comes with a lot of extra items to help you easily install and it has an app you can easily look at photos and videos.",5,"https://m.media-amazon.com/images/I/615EuF-7cNL.jpg , https://m.media-amazon.com/images/I/71doeFGHFBL.jpg , https://m.media-amazon.com/images/I/71qm25n-RrL.jpg , https://m.media-amazon.com/images/I/71z0pnaVwSL.jpg","-","https://www.amazon.com/gp/customer-reviews/R32ARHV3P11201/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on June 6, 2023","moritz","-","-","Very nice small camera","Very nice small dash camera. Good quality and very useful. Like it very much.",5,"https://m.media-amazon.com/images/I/61BsqHZss4L.jpg , https://m.media-amazon.com/images/I/61Gp4Egbj4L.jpg , https://m.media-amazon.com/images/I/61bDAHT-mYL.jpg , https://m.media-amazon.com/images/I/61bRAydWdsL.jpg , https://m.media-amazon.com/images/I/61g4fas2TtL.jpg , https://m.media-amazon.com/images/I/61xc4XmSGHL.jpg , https://m.media-amazon.com/images/I/71WgbhsLFBL.jpg , https://m.media-amazon.com/images/I/71gY6-A6c0L.jpg","-","https://www.amazon.com/gp/customer-reviews/R3936J6ER1WLAB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on June 1, 2023","Boymom","-","-","Works great. Takes microSD card, not supplied.","I got this dash cam to use in my truck. It works great.It's very small and doesn't take up much room on the dash or windshield.It comes with a mount, car plug, and data cable, as well as clear mounting stickers and tabs and notice stickers..That's nice so it doesn't leave residue all over the windshield.The screen on the camera is in color and very easy to read and see. There are three buttons on the bottom that allow you to navigate through. It has preset voice commands. It takes a microSD card but doesn't come with one.The app is easy to install and work. The camera comes on automatically when the car starts if it's plugged in.This camera is very easy and intuitive to get working. It only takes a few minutes and it has great quality videos and user interface. I'd recommend it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3QPGO48Q6GLYY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on May 4, 2023","Alexis","-","-","Easy Set-Up, Works Perfectly","This Dash Cam kit comes with everything that you need (*besides the micro SD card needed to record video and save video) to set up the dash cam in your car. The camera itself is extremely clear and it came with a really nice setup so that you can install this to your front windshield.It comes with the USB charger and the smoke charger and it is really easy to install and start recording. I have been using this for a few days now on my way to work since traffic is terrible and it records nicely. It is easy to take out the micro SD card and plug it into your computer to save footage and the camera has ""fast action"" buttons that allow you to record quickly if needed.This is a very small camera so it is not overbearing on the windshield and I love how the app is easy to use and set up as well. Once you set up the camera, you can set up the app that will show you your location, live video, etc. especially if you are using the parking feature.",5,"https://m.media-amazon.com/images/I/610Zj9tymtL.jpg , https://m.media-amazon.com/images/I/71b0P9GGrIL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3JSE4Z9TYUZPL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on September 13, 2022","A. Gago","-","-","Great compact quality camera with lots of features","First thing you need to do is to disable celular data in the app settings, see picture.  I noticed a lot of users are having an issue with connecting to the camera using the app.  You need to disable the celular data option.  You also need to download the latest firmware for the parking mode to work correctly.  For better image quality you will need the CPL filter to minimize reflections.This camera is compact and hides behind the rear view mirror nicely.  Image quality is good and it has great features like voice control, parking mode, GPS, collision detection, loop recording down to 1 minute short, magnetic mount, and remote control.  I like the parking mode but you need that firmware update plus hardwire kit, and I wish I could select the duration for the parking mode.  Hopefully, they add that feature in the future.This is a great camera especially at this price $120(using a Vantrue coupon)",5,"https://m.media-amazon.com/images/I/61d+n2pTVnL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3DUJCN1P5M0O5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on July 24, 2022","Mort","-","-","Useful Dashcam With Clear Pictures","Screenshots from video that was taken by this dashcam. As can be seen Video quality is great with good contrast ratio during the day. Cam is small and easy enough to install on the front windshield using the included adhesive, although I’m uncertain if adhesive can withstand the high summer temperatures but it’s all good for now. WiFi connectivity is nice to have to access the Cam on the go when needed. I don’t see myself using the included remote that much, but it’s good to have.",5,"https://m.media-amazon.com/images/I/613iylOC5hL.jpg , https://m.media-amazon.com/images/I/61E3blvaetL.jpg , https://m.media-amazon.com/images/I/61a7rA7kVgL.jpg , https://m.media-amazon.com/images/I/71gc3b7H53L.jpg","-","https://www.amazon.com/gp/customer-reviews/RDAZBU4RFSP0T/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on December 4, 2024","Alex Mcg","-","-","Don't get it","i bought this maybe about 7 months ago. Recently, someone hit my car in my apartmetn complex and I had the parking mode on. This thing did not record any of it, but it did record the trees moving with the wind. Highly unreliable device.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2N8RPA6ZVQ7Z1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on December 3, 2024","Shauna Archuleta","-","-","Stops recording when it matters","This dash cam works until you have an incident you want to go back and look at. There have been multiple times where it recorded seconds before and after but not during the incident. How are you supposed to feel protected by a recording if it never captures when it is actually matters? Don’t buy this item it’s cheap for a reason!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R5Z32JFLWUJLH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on November 5, 2024","reggie ridings","-","-","Missing claim","It says it also records the speed you are going. But I don't see it. Is this false advertising?",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1HIHAURKL7WTY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on July 22, 2024","Jason Auer","-","-","Buy a better dashcam from a different manufacturer.","Overall the dashcam is meh. The video quality doesn’t look like 1080p even though it is advertised as that. The app is a total mess and doesn’t run well whatsoever. I had to replace the mount to this dashcam as I was unable to remove the old one from a car I traded in. The part cost more than 1/4 of the price of the dashcam itself and was not available on Amazon. I had to go directly through Vantrue’s website and pay a ridiculous shipping fee. Buy a different one, don’t waste your time and money.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3474X5SVCKPOL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on May 12, 2023","jack】","-","-","hard use","Wasted 1 hours time to connect it to my phones ,  realized it should not be this hard, Maybe ie me  don't know how to use it!",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3J4KXMK6VLC07/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on October 21, 2023","Gary","-","-","Close to Excellent, Almost easy to use","For the price, I don't think you can beat the Vantrue E1. It's small and unobtrusive when installed on the windshield. The video quality is superlative, even when using the lower resolution 1080p 60fps option. The optional polarizing filter ($20) is well worth the price. Without it, glare can be very problematic, especially if you're driving into the sun. Be sure to use a micro-SD card designed for dashcam use, giving the card the ability to withstand continuous writing/erasing/rewriting. The E1 supports up to a 512gb card, but a 128gb card should meet most people's needs. The unit can be set to record either 1-, 3-, or 5-minute clips. On a longer drive, the unit will record a continuous series of clips until the card is full, at which point it will start writing over the oldest clips with new ones. A typical 3-minute clip at high resolution takes about 350mb, so you would get 5+ hours of recording before the unit would start writing over the oldest files. I did some experimenting with resolution options. I can report that the 1080p 60fps option does produce the smoothest video (especially at highway speeds) but the resolution is not adequate for discerning license plate numbers. In a road mishap, you definitely want to be able to read license plate numbers. The 1444p 30fps option allows HDR. HDR (high dynamic range) does produce the most vibrant colors, but the resolution while good, is not quite good enough to read license plates. Note that HDR should not be used at night (it greatly increases video noise). The Vantrue programming does allow for HDR to be automatically turned off between hours you select. The 1990p 30fps option, also called full 2k, is the clear winner when it comes to being able to read license plates and road signs. Unfortunately, this setting doesn't allow HDR to be enabled. But this is the optimum setting in the event of an accident when you need the highest resolution videos for insurance or legal reasons. I found the smartphone app works well and allows me to change menu options much easier than trying to change settings on the very small screen on the EI head unit. The ability to transfer videos and still shots to one's phone, tablet, or computer is best facilitated by pulling the SD card from the EI and putting the card into whatever reader adapter device you have for your electronic devices. One irritating aspect of this, though,  is that everytime you remove the SD card, it must be reformatted when you reinsert the card. And while the E1 does have voice control (such as ""Lock the Video""), the one command missing is ""reformat SD card"". Maybe with a firmware update Vantrue could add this functionality. I think if you have a bigger budget, buying a real 4K dashcam might be worth it, but be sure it it REAL 4k, and not a lesser device with manipulated specs.  However, on a budget, the E1 does everything you need it to, and is relatively easy to use. And for whatever this is worth, it does look and feel like a high quality unit. Finally, the included remote control button which allows you to turn the audio on/off, or to snap a still shot is very handy and a great bonus.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R19364J0X051JF/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on December 23, 2024","Alex W.","-","-","Amazing pick if you're wanting a dashcam","Parents got me this one as a Christmas gift because I had seen a bunch of dashcam videos on YouTube. Had this for about 2 years and then I ended up getting into an accident of my own. This dashcam made it SUPER easy to show the police the video and prove I wasn't at fault for the accident, and the video was super clear too.Camera plugs into your cigarette port so there's no need to replace any batteries.One thing to note is that you will need to get your own micro SD card as it doesn't come with any storage. Memory capacity depends on the SD card you get.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1DIUOSE24444Q/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on December 10, 2024","Brian R.","-","-","Vantrue E1 Dash Cam: A Compact Powerhouse","The Vantrue E1 is a fantastic dash cam that packs a punch in a small package. Installation is a breeze, thanks to the straightforward design and included accessories. The image quality is exceptional, capturing sharp details both during the day and at night.I was particularly impressed with the useful features like the parking mode, which monitors your vehicle when parked and records incidents. The loop recording ensures continuous coverage, and the G-sensor automatically saves footage in case of an accident.Customer support was outstanding. When I needed a USB-C cable for my Mazda CX-30, they promptly sent one at no cost. They also quickly replaced a defective mount without any hassle.If you're looking for a reliable, high-quality dash cam that's easy to use and install, I highly recommend the Vantrue E1. It's a great choice for anyone who wants peace of mind on the road.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R18U3IOP3JEZ79/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
"Reviewed in the United States on October 16, 2024","Typical Consumer","-","-","Worked great for a rental truck","I was pretty surprised by this camera. The functionality is actually easier than my hardwired dash cam. I took this along for a trip with a cab-over box truck, probably the bounciest ride one can take on a paved road. The video ended up coming out great even though there was nothing smooth about the ride. The power adapter cord was the only weird thing. If I plugged anything into the USB charge port the camera would lose its power. Kinda seemed a little odd. At any rate, I ended up powering the camera with a battery bank since the truck's power ports shut off when the ignition was off. If I was going to install this in my own vehicle, then I'd pony up for the hardwire kit. In all, I think this is a great portable or permanent dash cam.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2HSC3SV5P7GCR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on December 29, 2023","Joseph D.","-","-","Great camera","This is a great camera! About time Vantrue now offered the ability to connect your camera to WiFi so you don’t have to keep connecting the camera/micro sd card manually into your computer to view footage.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1XK3HUL0F3DG2/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0BGGGG4VW","Color: Black"
"Reviewed in the United States on October 2, 2023","Ryan","-","-","Nice cheaper alternative","I got this for my second car because I didnt want to purchase the very expensive one I am using in my primary car. This camera seems to be almost as good of quality in almost every way as the expensive one. I am a little put off by the app at first because it was not wanting to sync my camera but eventually it was able to and has worked well since then. The sd card game me an error randomly but restarting the power on it seems to have resolved it but I do see other reviews where this is an issue so I will keep an eye on it. Otherwise its still a 5 star product. video quality is great during the day but I dont drive this car at night so not sure on that quality as of this post.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R8GOVSZ3XT9Y0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on June 9, 2023","nuunuu_121","-","-","Awesome small camera","I absolutely love this camera because it's so small. It was easy to install with the tools that came with it to hide all the wires. This is the best thing to have for driving and keeping on everything around you when you're driving. The app is very easy to use. I just feel safer having this I would highly recommend it.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1KK9VLY2VF4KR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on June 2, 2023","Robert MacKenzie","-","-","Exactly what you need and not anything more.","This dash cam does exactly what you want it to do and not really anything more.  The good: It is small and installs right under your rear view mirror without any issues.  The cord can hide away under your vehicles molding, then connect it either to your electrical system or vehicles charger port (which is what I did).  The dash cam comes on when the vehicle starts and shuts off when I turn off the vehicle on it own, no other button do I have to push (which is great).  I put a 16 GB micro-SD card it in, so you can either use the app on your phone or plug it in your computer or use a SD card reader to see your recording.  Evidently if you are in an accident the device will save the last few minutes into another folder on the SD card so you can retrieve it to use for insurance purposes or who was at fault.  The device has a good pan of the road in front of you and would catch any vehicle on either side right by your front fender if you have it mounted correctly on your windshield.  It is removeable by magnetic means, so you can take it with you or just leave it in the vehicle, the base will stay on the windshield hooked up to the power which makes it very convenient.  I cannot think of anything that would be bad about this device, it works as it should and nothing more.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R205UQ3FO4YFBB/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","-","-"
"Reviewed in the United States on March 15, 2023","Mrs LC Pejic","-","-","Customer Service worked tirelessly to resolve the time zone issue and I am grateful","Updated deleting the previous review. Vantrue Customer Service did not give up and continued to help me until the Time Zone and delay were resolved. Yay! It was a simple fix but one I could have not seen without Vantrue Customer Service. I have appreciated these cameras since 2019. The E1 is awesome. My issues were resolved once the camera was connected to my iPhone - the two synced up and the time issue was resolved. Win! Win!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1CTNLAOF87E30/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B0BGGGG4VW","B0B2W81VG6","Color: Dark Gray"
